Gene_name,String_protein_id
JAK3,9606.ENSP00000432511
JAKMIP1,9606.ENSP00000386711
JAKMIP2,9606.ENSP00000479248
JAKMIP3,9606.ENSP00000499375
JAM2,9606.ENSP00000383376
JAM3,9606.ENSP00000299106
JAML,9606.ENSP00000348635
JARID2,9606.ENSP00000341280
JAZF1,9606.ENSP00000283928
JCAD,9606.ENSP00000364526
JCHAIN,9606.ENSP00000440066
JDP2,9606.ENSP00000267569
JHY,9606.ENSP00000227349
JKAMP,9606.ENSP00000450749
JMJD1C,9606.ENSP00000382204
JMJD4,9606.ENSP00000355720
JMJD6,9606.ENSP00000394085
JMJD7,9606.ENSP00000380467
JMJD7-PLA2G4B,9606.ENSP00000371886
JMJD8,9606.ENSP00000399475
JMY,9606.ENSP00000379441
JOSD1,9606.ENSP00000216039
JOSD2,9606.ENSP00000468956
JPH1,9606.ENSP00000344488
JPH2,9606.ENSP00000362071
JPH3,9606.ENSP00000284262
JPH4,9606.ENSP00000380307
JPT1,9606.ENSP00000348316
JPT2,9606.ENSP00000248098
JRK,9606.ENSP00000482410
JRKL,9606.ENSP00000333350
JSRP1,9606.ENSP00000300961
JTB,9606.ENSP00000271843
JUN,9606.ENSP00000360266
JUNB,9606.ENSP00000303315
JUND,9606.ENSP00000252818
JUP,9606.ENSP00000377508
K7EJK4_HUMAN,9606.ENSP00000465212
K7EMI3_HUMAN,9606.ENSP00000466514
K7EMT4_HUMAN,9606.ENSP00000466639
K7EN84_HUMAN,9606.ENSP00000466829
K7EQS6_HUMAN,9606.ENSP00000467958
K7EQZ3_HUMAN,9606.ENSP00000468040
K7ERI5_HUMAN,9606.ENSP00000468271
K7ERJ3_HUMAN,9606.ENSP00000468280
K7ERQ8_HUMAN,9606.ENSP00000468367
K7ESF4_HUMAN,9606.ENSP00000468690
K7N7A8_HUMAN,9606.ENSP00000421315
KAAG1,9606.ENSP00000274766
KALRN,9606.ENSP00000240874
KANK1,9606.ENSP00000477725
KANK2,9606.ENSP00000468002
KANK3,9606.ENSP00000328923
KANK4,9606.ENSP00000360195
KANSL1,9606.ENSP00000387393
KANSL1L,9606.ENSP00000281772
KANSL2,9606.ENSP00000415436
KANSL3,9606.ENSP00000396749
KANTR,9606.ENSP00000492284
KARS1,9606.ENSP00000325448
KAT14,9606.ENSP00000392318
KAT2A,9606.ENSP00000225916
KAT2B,9606.ENSP00000263754
KAT5,9606.ENSP00000340330
KAT6A,9606.ENSP00000265713
KAT6B,9606.ENSP00000287239
KAT7,9606.ENSP00000259021
KAT8,9606.ENSP00000406037
KATNA1,9606.ENSP00000356381
KATNAL1,9606.ENSP00000369989
KATNAL2,9606.ENSP00000245121
KATNB1,9606.ENSP00000368982
KATNBL1,9606.ENSP00000256544
KAZALD1,9606.ENSP00000359219
KAZN,9606.ENSP00000365198
KBTBD11,9606.ENSP00000321544
KBTBD12,9606.ENSP00000385957
KBTBD13,9606.ENSP00000388723
KBTBD2,9606.ENSP00000302586
KBTBD3,9606.ENSP00000432163
KBTBD4,9606.ENSP00000436713
KBTBD6,9606.ENSP00000368799
KBTBD7,9606.ENSP00000368797
KBTBD8,9606.ENSP00000401878
KCMF1,9606.ENSP00000386738
KCNA1,9606.ENSP00000371985
KCNA10,9606.ENSP00000358786
KCNA2,9606.ENSP00000487785
KCNA3,9606.ENSP00000358784
KCNA4,9606.ENSP00000328511
KCNA5,9606.ENSP00000252321
KCNA6,9606.ENSP00000280684
KCNA7,9606.ENSP00000221444
KCNAB1,9606.ENSP00000419952
KCNAB2,9606.ENSP00000367323
KCNAB3,9606.ENSP00000302719
KCNB1,9606.ENSP00000360806
KCNB2,9606.ENSP00000430846
KCNC1,9606.ENSP00000265969
KCNC2,9606.ENSP00000449253
KCNC3,9606.ENSP00000434241
KCNC4,9606.ENSP00000358802
KCND1,9606.ENSP00000218176
KCND2,9606.ENSP00000333496
KCND3,9606.ENSP00000319591
KCNE1,9606.ENSP00000382226
KCNE1B,9606.ENSP00000477875
KCNE2,9606.ENSP00000290310
KCNE3,9606.ENSP00000310557
KCNE4,9606.ENSP00000281830
KCNE5,9606.ENSP00000361173
KCNF1,9606.ENSP00000295082
KCNG1,9606.ENSP00000360626
KCNG2,9606.ENSP00000315654
KCNG3,9606.ENSP00000304127
KCNG4,9606.ENSP00000312129
KCNH1,9606.ENSP00000271751
KCNH1-2,9606.ENSP00000491750
KCNH2,9606.ENSP00000262186
KCNH3,9606.ENSP00000257981
KCNH4,9606.ENSP00000264661
KCNH5,9606.ENSP00000321427
KCNH6,9606.ENSP00000463533
KCNH7,9606.ENSP00000331727
KCNH8,9606.ENSP00000328813
KCNIP1,9606.ENSP00000414886
KCNIP2,9606.ENSP00000420040
KCNIP3,9606.ENSP00000295225
KCNIP4,9606.ENSP00000371587
KCNJ1,9606.ENSP00000376432
KCNJ10,9606.ENSP00000495557
KCNJ11,9606.ENSP00000345708
KCNJ12,9606.ENSP00000463778
KCNJ13,9606.ENSP00000233826
KCNJ14,9606.ENSP00000375756
KCNJ15,9606.ENSP00000381911
KCNJ16,9606.ENSP00000465295
KCNJ18,9606.ENSP00000457807
KCNJ2,9606.ENSP00000243457
KCNJ3,9606.ENSP00000295101
KCNJ4,9606.ENSP00000306497
KCNJ5,9606.ENSP00000433295
KCNJ6,9606.ENSP00000477437
KCNJ8,9606.ENSP00000499300
KCNJ9,9606.ENSP00000357067
KCNK1,9606.ENSP00000355580
KCNK10,9606.ENSP00000312811
KCNK12,9606.ENSP00000327611
KCNK13,9606.ENSP00000282146
KCNK15,9606.ENSP00000361952
KCNK16,9606.ENSP00000391498
KCNK17,9606.ENSP00000362328
KCNK18,9606.ENSP00000334650
KCNK2,9606.ENSP00000394033
KCNK3,9606.ENSP00000306275
KCNK4,9606.ENSP00000402797
KCNK5,9606.ENSP00000352527
KCNK6,9606.ENSP00000263372
KCNK7,9606.ENSP00000344820
KCNK9,9606.ENSP00000498198
KCNMA1,9606.ENSP00000286628
KCNMB1,9606.ENSP00000274629
KCNMB2,9606.ENSP00000407592
KCNMB3,9606.ENSP00000319370
KCNMB4,9606.ENSP00000258111
KCNN1,9606.ENSP00000476519
KCNN2,9606.ENSP00000264773
KCNN3,9606.ENSP00000481848
KCNN4,9606.ENSP00000496939
KCNQ1,9606.ENSP00000155840
KCNQ2,9606.ENSP00000352035
KCNQ3,9606.ENSP00000373648
KCNQ4,9606.ENSP00000262916
KCNQ5,9606.ENSP00000345055
KCNRG,9606.ENSP00000324191
KCNS1,9606.ENSP00000445595
KCNS2,9606.ENSP00000287042
KCNS3,9606.ENSP00000385968
KCNT1,9606.ENSP00000360822
KCNT2,9606.ENSP00000294725
KCNU1,9606.ENSP00000382770
KCNV1,9606.ENSP00000435954
KCNV2,9606.ENSP00000371514
KCP,9606.ENSP00000479679
KCTD1,9606.ENSP00000384367
KCTD10,9606.ENSP00000228495
KCTD11,9606.ENSP00000495203
KCTD12,9606.ENSP00000366694
KCTD13,9606.ENSP00000455785
KCTD14,9606.ENSP00000316482
KCTD15,9606.ENSP00000394390
KCTD16,9606.ENSP00000426548
KCTD17,9606.ENSP00000385096
KCTD18,9606.ENSP00000352941
KCTD19,9606.ENSP00000305702
KCTD2,9606.ENSP00000312814
KCTD20,9606.ENSP00000362836
KCTD21,9606.ENSP00000339340
KCTD3,9606.ENSP00000259154
KCTD4,9606.ENSP00000368402
KCTD5,9606.ENSP00000301738
KCTD6,9606.ENSP00000347188
KCTD7,9606.ENSP00000492240
KCTD8,9606.ENSP00000353129
KCTD9,9606.ENSP00000221200
KDELR1,9606.ENSP00000329471
KDELR2,9606.ENSP00000258739
KDELR3,9606.ENSP00000386918
KDF1,9606.ENSP00000319179
KDM1A,9606.ENSP00000383042
KDM1B,9606.ENSP00000297792
KDM2A,9606.ENSP00000432786
KDM2B,9606.ENSP00000366271
KDM3A,9606.ENSP00000386660
KDM3B,9606.ENSP00000326563
KDM4A,9606.ENSP00000361473
KDM4B,9606.ENSP00000159111
KDM4C,9606.ENSP00000370710
KDM4D,9606.ENSP00000334181
KDM4E,9606.ENSP00000397239
KDM4F,9606.ENSP00000491279
KDM5A,9606.ENSP00000382688
KDM5B,9606.ENSP00000356233
KDM5C,9606.ENSP00000364550
KDM5D,9606.ENSP00000322408
KDM6A,9606.ENSP00000367203
KDM6B,9606.ENSP00000254846
KDM7A,9606.ENSP00000380692
KDM8,9606.ENSP00000398410
KDR,9606.ENSP00000263923
KDSR,9606.ENSP00000494352
KEAP1,9606.ENSP00000377245
KEL,9606.ENSP00000347409
KERA,9606.ENSP00000266719
KHDC1,9606.ENSP00000359411
KHDC1L,9606.ENSP00000359415
KHDC3L,9606.ENSP00000359392
KHDC4,9606.ENSP00000357304
KHDRBS1,9606.ENSP00000313829
KHDRBS2,9606.ENSP00000281156
KHDRBS3,9606.ENSP00000348108
KHK,9606.ENSP00000260599
KHNYN,9606.ENSP00000450799
KHSRP,9606.ENSP00000381216
KIAA0040,9606.ENSP00000462172
KIAA0100,9606.ENSP00000436773
KIAA0232,9606.ENSP00000303928
KIAA0319,9606.ENSP00000367459
KIAA0319L,9606.ENSP00000318406
KIAA0355,9606.ENSP00000299505
KIAA0408,9606.ENSP00000435150
KIAA0513,9606.ENSP00000457408
KIAA0556,9606.ENSP00000261588
KIAA0586,9606.ENSP00000346359
KIAA0753,9606.ENSP00000355250
KIAA0825,9606.ENSP00000331385
KIAA0895,9606.ENSP00000297063
KIAA0895L,9606.ENSP00000290881
KIAA0930,9606.ENSP00000251993
KIAA1109,9606.ENSP00000264501
KIAA1143,9606.ENSP00000296121
KIAA1191,9606.ENSP00000298569
KIAA1210,9606.ENSP00000384670
KIAA1211L,9606.ENSP00000380996
KIAA1217,9606.ENSP00000365637
KIAA1257,9606.ENSP00000265068
KIAA1324,9606.ENSP00000358955
KIAA1324L,9606.ENSP00000413445
KIAA1328,9606.ENSP00000280020
KIAA1522,9606.ENSP00000383851
KIAA1549,9606.ENSP00000416040
KIAA1549L,9606.ENSP00000315295
KIAA1586,9606.ENSP00000359768
KIAA1614,9606.ENSP00000356560
KIAA1671,9606.ENSP00000351207
KIAA1755,9606.ENSP00000279024
KIAA1841,9606.ENSP00000385579
KIAA1958,9606.ENSP00000440504
KIAA2012,9606.ENSP00000419834
KIAA2013,9606.ENSP00000365756
KIAA2026,9606.ENSP00000382815
KIDINS220,9606.ENSP00000256707
KIF11,9606.ENSP00000260731
KIF12,9606.ENSP00000363232
KIF13A,9606.ENSP00000259711
KIF13B,9606.ENSP00000427900
KIF14,9606.ENSP00000356319
KIF15,9606.ENSP00000324020
KIF16B,9606.ENSP00000384164
KIF17,9606.ENSP00000247986
KIF18A,9606.ENSP00000263181
KIF18B,9606.ENSP00000465992
KIF19,9606.ENSP00000374566
KIF1A,9606.ENSP00000438388
KIF1B,9606.ENSP00000263934
KIF1C,9606.ENSP00000320821
KIF20A,9606.ENSP00000378356
KIF20B,9606.ENSP00000360793
KIF21A,9606.ENSP00000354878
KIF21B,9606.ENSP00000411831
KIF22,9606.ENSP00000160827
KIF23,9606.ENSP00000260363
KIF24,9606.ENSP00000384433
KIF25,9606.ENSP00000496229
KIF26A,9606.ENSP00000388241
KIF26B,9606.ENSP00000385545
KIF27,9606.ENSP00000297814
KIF2A,9606.ENSP00000385000
KIF2B,9606.ENSP00000268919
KIF2C,9606.ENSP00000361298
KIF3A,9606.ENSP00000385808
KIF3B,9606.ENSP00000364864
KIF3C,9606.ENSP00000264712
KIF4A,9606.ENSP00000363524
KIF4B,9606.ENSP00000387875
KIF5A,9606.ENSP00000408979
KIF5B,9606.ENSP00000307078
KIF5C,9606.ENSP00000393379
KIF6,9606.ENSP00000287152
KIF7,9606.ENSP00000377934
KIF9,9606.ENSP00000333942
KIFAP3,9606.ENSP00000354560
KIFBP,9606.ENSP00000354848
KIFC1,9606.ENSP00000393963
KIFC2,9606.ENSP00000301332
KIFC3,9606.ENSP00000442008
KIN,9606.ENSP00000368881
KIR2DL1,9606.ENSP00000336769
KIR2DL3,9606.ENSP00000342215
KIR2DL4,9606.ENSP00000339634
KIR3DL1,9606.ENSP00000375608
KIR3DL2,9606.ENSP00000325525
KIR3DL3,9606.ENSP00000291860
KIRREL1,9606.ENSP00000352138
KIRREL2,9606.ENSP00000353331
KIRREL3,9606.ENSP00000435466
KISS1,9606.ENSP00000356162
KISS1R,9606.ENSP00000234371
KIT,9606.ENSP00000288135
KITLG,9606.ENSP00000495951
KIZ,9606.ENSP00000479542
KL,9606.ENSP00000369442
KLB,9606.ENSP00000257408
KLC1,9606.ENSP00000414982
KLC2,9606.ENSP00000399403
KLC3,9606.ENSP00000375810
KLC4,9606.ENSP00000259708
KLF1,9606.ENSP00000264834
KLF10,9606.ENSP00000285407
KLF11,9606.ENSP00000307023
KLF12,9606.ENSP00000366897
KLF13,9606.ENSP00000302456
KLF14,9606.ENSP00000463287
KLF15,9606.ENSP00000296233
KLF16,9606.ENSP00000250916
KLF17,9606.ENSP00000361373
KLF18,9606.ENSP00000489024
KLF2,9606.ENSP00000248071
KLF3,9606.ENSP00000261438
KLF4,9606.ENSP00000363804
KLF5,9606.ENSP00000366915
KLF6,9606.ENSP00000419923
KLF7,9606.ENSP00000309570
KLF8,9606.ENSP00000417303
KLF9,9606.ENSP00000366330
KLHDC1,9606.ENSP00000352282
KLHDC10,9606.ENSP00000334140
KLHDC2,9606.ENSP00000298307
KLHDC3,9606.ENSP00000313995
KLHDC4,9606.ENSP00000270583
KLHDC7A,9606.ENSP00000383505
KLHDC7B,9606.ENSP00000497256
KLHDC8A,9606.ENSP00000356124
KLHDC8B,9606.ENSP00000327468
KLHDC9,9606.ENSP00000356990
KLHL1,9606.ENSP00000367075
KLHL10,9606.ENSP00000293303
KLHL11,9606.ENSP00000314608
KLHL12,9606.ENSP00000356230
KLHL13,9606.ENSP00000419803
KLHL14,9606.ENSP00000352314
KLHL15,9606.ENSP00000332791
KLHL17,9606.ENSP00000343930
KLHL18,9606.ENSP00000232766
KLHL2,9606.ENSP00000424198
KLHL20,9606.ENSP00000209884
KLHL21,9606.ENSP00000366886
KLHL22,9606.ENSP00000331682
KLHL23,9606.ENSP00000376419
KLHL24,9606.ENSP00000395012
KLHL25,9606.ENSP00000336800
KLHL26,9606.ENSP00000300976
KLHL28,9606.ENSP00000347193
KLHL29,9606.ENSP00000420659
KLHL3,9606.ENSP00000312397
KLHL30,9606.ENSP00000386389
KLHL31,9606.ENSP00000359942
KLHL32,9606.ENSP00000358265
KLHL33,9606.ENSP00000341549
KLHL34,9606.ENSP00000368813
KLHL35,9606.ENSP00000438526
KLHL36,9606.ENSP00000456743
KLHL38,9606.ENSP00000321475
KLHL4,9606.ENSP00000362206
KLHL40,9606.ENSP00000287777
KLHL41,9606.ENSP00000284669
KLHL42,9606.ENSP00000370671
KLHL5,9606.ENSP00000423897
KLHL6,9606.ENSP00000341342
KLHL7,9606.ENSP00000343273
KLHL8,9606.ENSP00000273963
KLHL9,9606.ENSP00000351933
KLK1,9606.ENSP00000301420
KLK10,9606.ENSP00000311746
KLK11,9606.ENSP00000473047
KLK12,9606.ENSP00000250351
KLK13,9606.ENSP00000470555
KLK14,9606.ENSP00000375678
KLK15,9606.ENSP00000469315
KLK2,9606.ENSP00000313581
KLK3,9606.ENSP00000314151
KLK4,9606.ENSP00000326159
KLK5,9606.ENSP00000337733
KLK6,9606.ENSP00000366047
KLK7,9606.ENSP00000470538
KLK8,9606.ENSP00000375682
KLK9,9606.ENSP00000469417
KLKB1,9606.ENSP00000264690
KLLN,9606.ENSP00000392204
KLRB1,9606.ENSP00000229402
KLRC1,9606.ENSP00000438038
KLRC2,9606.ENSP00000371327
KLRC3,9606.ENSP00000371328
KLRC3-2,9606.ENSP00000437563
KLRC4,9606.ENSP00000310216
KLRD1,9606.ENSP00000338130
KLRF1,9606.ENSP00000483713
KLRF2,9606.ENSP00000438244
KLRG1,9606.ENSP00000266551
KLRG2,9606.ENSP00000339356
KLRK1,9606.ENSP00000240618
KMO,9606.ENSP00000355517
KMT2A,9606.ENSP00000436786
KMT2B,9606.ENSP00000398837
KMT2C,9606.ENSP00000262189
KMT2D,9606.ENSP00000301067
KMT2E,9606.ENSP00000312379
KMT5A,9606.ENSP00000384629
KMT5B,9606.ENSP00000305899
KMT5C,9606.ENSP00000255613
KNCN,9606.ENSP00000419705
KNDC1,9606.ENSP00000304437
KNG1,9606.ENSP00000493985
KNL1,9606.ENSP00000335463
KNOP1,9606.ENSP00000219837
KNSTRN,9606.ENSP00000249776
KNTC1,9606.ENSP00000328236
KPNA1,9606.ENSP00000343701
KPNA2,9606.ENSP00000438483
KPNA3,9606.ENSP00000261667
KPNA4,9606.ENSP00000334373
KPNA5,9606.ENSP00000357552
KPNA6,9606.ENSP00000362728
KPNA7,9606.ENSP00000330878
KPNB1,9606.ENSP00000290158
KPRP,9606.ENSP00000475216
KPTN,9606.ENSP00000337850
KRAS,9606.ENSP00000256078
KRBA1,9606.ENSP00000418647
KRBA2,9606.ENSP00000494883
KRBOX1,9606.ENSP00000388094
KRBOX4,9606.ENSP00000345797
KRCC1,9606.ENSP00000340083
KREMEN1,9606.ENSP00000331242
KREMEN2,9606.ENSP00000304422
KRI1,9606.ENSP00000498803
KRIT1,9606.ENSP00000378015
KRR1,9606.ENSP00000229214
KRT1,9606.ENSP00000252244
KRT10,9606.ENSP00000269576
KRT12,9606.ENSP00000251643
KRT13,9606.ENSP00000246635
KRT14,9606.ENSP00000167586
KRT15,9606.ENSP00000377546
KRT16,9606.ENSP00000301653
KRT17,9606.ENSP00000308452
KRT18,9606.ENSP00000373489
KRT19,9606.ENSP00000355124
KRT2,9606.ENSP00000310861
KRT20,9606.ENSP00000167588
KRT222,9606.ENSP00000377616
KRT23,9606.ENSP00000209718
KRT24,9606.ENSP00000264651
KRT25,9606.ENSP00000310573
KRT26,9606.ENSP00000334798
KRT27,9606.ENSP00000301656
KRT28,9606.ENSP00000305263
KRT3,9606.ENSP00000413479
KRT31,9606.ENSP00000251645
KRT32,9606.ENSP00000225899
KRT33A,9606.ENSP00000007735
KRT33B,9606.ENSP00000251646
KRT34,9606.ENSP00000377570
KRT35,9606.ENSP00000377558
KRT36,9606.ENSP00000329165
KRT37,9606.ENSP00000225550
KRT38,9606.ENSP00000246646
KRT39,9606.ENSP00000347823
KRT4,9606.ENSP00000448220
KRT40,9606.ENSP00000366984
KRT5,9606.ENSP00000252242
KRT6A,9606.ENSP00000369317
KRT6B,9606.ENSP00000252252
KRT6C,9606.ENSP00000252250
KRT7,9606.ENSP00000329243
KRT71,9606.ENSP00000267119
KRT72,9606.ENSP00000293745
KRT73,9606.ENSP00000307014
KRT74,9606.ENSP00000307240
KRT75,9606.ENSP00000252245
KRT76,9606.ENSP00000330101
KRT77,9606.ENSP00000342710
KRT78,9606.ENSP00000306261
KRT79,9606.ENSP00000328358
KRT8,9606.ENSP00000449404
KRT80,9606.ENSP00000378292
KRT81,9606.ENSP00000369349
KRT82,9606.ENSP00000257974
KRT83,9606.ENSP00000293670
KRT84,9606.ENSP00000257951
KRT85,9606.ENSP00000257901
KRT86,9606.ENSP00000444533
KRT9,9606.ENSP00000246662
KRTAP10-1,9606.ENSP00000383226
KRTAP10-10,9606.ENSP00000369438
KRTAP10-11,9606.ENSP00000334197
KRTAP10-12,9606.ENSP00000383216
KRTAP10-2,9606.ENSP00000375479
KRTAP10-3,9606.ENSP00000375478
KRTAP10-4,9606.ENSP00000383225
KRTAP10-5,9606.ENSP00000383223
KRTAP10-6,9606.ENSP00000383219
KRTAP10-7,9606.ENSP00000476821
KRTAP10-8,9606.ENSP00000335565
KRTAP10-9,9606.ENSP00000381009
KRTAP1-1,9606.ENSP00000305975
KRTAP11-1,9606.ENSP00000330720
KRTAP12-1,9606.ENSP00000375475
KRTAP12-2,9606.ENSP00000354001
KRTAP12-3,9606.ENSP00000381005
KRTAP12-4,9606.ENSP00000375476
KRTAP1-3,9606.ENSP00000344420
KRTAP13-1,9606.ENSP00000347635
KRTAP13-2,9606.ENSP00000382777
KRTAP13-3,9606.ENSP00000375109
KRTAP13-4,9606.ENSP00000334834
KRTAP1-4,9606.ENSP00000366976
KRTAP1-5,9606.ENSP00000355302
KRTAP15-1,9606.ENSP00000334866
KRTAP16-1,9606.ENSP00000375147
KRTAP17-1,9606.ENSP00000333993
KRTAP19-1,9606.ENSP00000375108
KRTAP19-2,9606.ENSP00000335660
KRTAP19-3,9606.ENSP00000386376
KRTAP19-4,9606.ENSP00000335567
KRTAP19-5,9606.ENSP00000334985
KRTAP19-6,9606.ENSP00000375107
KRTAP19-7,9606.ENSP00000334696
KRTAP19-8,9606.ENSP00000372272
KRTAP20-1,9606.ENSP00000335503
KRTAP20-2,9606.ENSP00000330746
KRTAP20-3,9606.ENSP00000372276
KRTAP20-4,9606.ENSP00000372278
KRTAP2-1,9606.ENSP00000375238
KRTAP21-1,9606.ENSP00000335566
KRTAP21-2,9606.ENSP00000334287
KRTAP21-3,9606.ENSP00000404517
KRTAP2-2,9606.ENSP00000381494
KRTAP22-1,9606.ENSP00000333887
KRTAP22-2,9606.ENSP00000372281
KRTAP2-3,9606.ENSP00000375237
KRTAP23-1,9606.ENSP00000346536
KRTAP2-4,9606.ENSP00000377583
KRTAP24-1,9606.ENSP00000339238
KRTAP25-1,9606.ENSP00000398619
KRTAP26-1,9606.ENSP00000353742
KRTAP27-1,9606.ENSP00000372286
KRTAP29-1,9606.ENSP00000375148
KRTAP3-1,9606.ENSP00000375430
KRTAP3-2,9606.ENSP00000375429
KRTAP3-3,9606.ENSP00000375428
KRTAP4-1,9606.ENSP00000381489
KRTAP4-11,9606.ENSP00000375232
KRTAP4-12,9606.ENSP00000377582
KRTAP4-16,9606.ENSP00000411198
KRTAP4-2,9606.ENSP00000366955
KRTAP4-3,9606.ENSP00000375151
KRTAP4-4,9606.ENSP00000375076
KRTAP4-5,9606.ENSP00000340546
KRTAP4-6,9606.ENSP00000328270
KRTAP4-7,9606.ENSP00000375236
KRTAP4-8,9606.ENSP00000328444
KRTAP4-9,9606.ENSP00000375234
KRTAP5-1,9606.ENSP00000371606
KRTAP5-10,9606.ENSP00000381542
KRTAP5-11,9606.ENSP00000381541
KRTAP5-2,9606.ENSP00000400041
KRTAP5-3,9606.ENSP00000382592
KRTAP5-4,9606.ENSP00000382590
KRTAP5-5,9606.ENSP00000382584
KRTAP5-6,9606.ENSP00000371595
KRTAP5-7,9606.ENSP00000417330
KRTAP5-8,9606.ENSP00000420723
KRTAP5-9,9606.ENSP00000431443
KRTAP6-1,9606.ENSP00000332690
KRTAP6-2,9606.ENSP00000334560
KRTAP6-3,9606.ENSP00000375482
KRTAP7-1,9606.ENSP00000479656
KRTAP8-1,9606.ENSP00000332805
KRTAP9-1,9606.ENSP00000381488
KRTAP9-2,9606.ENSP00000366950
KRTAP9-3,9606.ENSP00000392189
KRTAP9-4,9606.ENSP00000334922
KRTAP9-6,9606.ENSP00000375150
KRTAP9-7,9606.ENSP00000375149
KRTAP9-8,9606.ENSP00000254072
KRTAP9-9,9606.ENSP00000377576
KRTCAP2,9606.ENSP00000295682
KRTCAP3,9606.ENSP00000442400
KRTDAP,9606.ENSP00000339251
KSR1,9606.ENSP00000381958
KSR2,9606.ENSP00000389715
KTI12,9606.ENSP00000360676
KTN1,9606.ENSP00000378725
KXD1,9606.ENSP00000472836
KY,9606.ENSP00000397598
KYAT1,9606.ENSP00000399415
KYAT1-2,9606.ENSP00000498386
KYAT3,9606.ENSP00000260508
KYNU,9606.ENSP00000264170
L1CAM,9606.ENSP00000359077
L1TD1,9606.ENSP00000419901
L2HGDH,9606.ENSP00000267436
L3HYPDH,9606.ENSP00000247194
L3MBTL1,9606.ENSP00000402107
L3MBTL2,9606.ENSP00000216237
L3MBTL3,9606.ENSP00000357118
L3MBTL4,9606.ENSP00000382976
L7N2F9_HUMAN,9606.ENSP00000464383
LACC1,9606.ENSP00000391747
LACRT,9606.ENSP00000257867
LACTB,9606.ENSP00000261893
LACTB2,9606.ENSP00000276590
LACTBL1,9606.ENSP00000402297
LAD1,9606.ENSP00000375829
LAG3,9606.ENSP00000203629
LAGE3,9606.ENSP00000349923
LAIR1,9606.ENSP00000375622
LAIR2,9606.ENSP00000301202
LALBA,9606.ENSP00000301046
LAMA1,9606.ENSP00000374309
LAMA2,9606.ENSP00000400365
LAMA3,9606.ENSP00000324532
LAMA4,9606.ENSP00000230538
LAMA5,9606.ENSP00000252999
LAMB1,9606.ENSP00000222399
LAMB2,9606.ENSP00000307156
LAMB3,9606.ENSP00000375778
LAMB4,9606.ENSP00000373433
LAMC1,9606.ENSP00000258341
LAMC2,9606.ENSP00000264144
LAMC3,9606.ENSP00000354360
LAMP1,9606.ENSP00000333298
LAMP2,9606.ENSP00000408411
LAMP3,9606.ENSP00000265598
LAMP5,9606.ENSP00000246070
LAMTOR1,9606.ENSP00000278671
LAMTOR2,9606.ENSP00000357288
LAMTOR3,9606.ENSP00000424183
LAMTOR4,9606.ENSP00000343118
LAMTOR5,9606.ENSP00000256644
LANCL1,9606.ENSP00000388713
LANCL2,9606.ENSP00000254770
LANCL3,9606.ENSP00000367882
LAP3,9606.ENSP00000226299
LAPTM4A,9606.ENSP00000175091
LAPTM4B,9606.ENSP00000402301
LAPTM5,9606.ENSP00000294507
LARGE1,9606.ENSP00000347088
LARGE2,9606.ENSP00000385235
LARP1,9606.ENSP00000336721
LARP1B,9606.ENSP00000321997
LARP4,9606.ENSP00000415464
LARP4B,9606.ENSP00000326128
LARP6,9606.ENSP00000299213
LARP7,9606.ENSP00000422626
LARS1,9606.ENSP00000377954
LARS2,9606.ENSP00000498867
LAS1L,9606.ENSP00000363944
LASP1,9606.ENSP00000325240
LAT,9606.ENSP00000378845
LAT2,9606.ENSP00000381492
LATS1,9606.ENSP00000437550
LATS2,9606.ENSP00000372035
LAX1,9606.ENSP00000406970
LAYN,9606.ENSP00000364765
LBH,9606.ENSP00000378733
LBHD1,9606.ENSP00000436848
LBHD2,9606.ENSP00000489570
LBP,9606.ENSP00000217407
LBR,9606.ENSP00000339883
LBX1,9606.ENSP00000359212
LBX2,9606.ENSP00000366789
LCA5,9606.ENSP00000376686
LCA5L,9606.ENSP00000351008
LCAT,9606.ENSP00000264005
LCE1A,9606.ENSP00000334869
LCE1B,9606.ENSP00000353203
LCE1C,9606.ENSP00000475270
LCE1D,9606.ENSP00000316737
LCE1E,9606.ENSP00000357759
LCE1F,9606.ENSP00000334187
LCE2A,9606.ENSP00000357768
LCE2B,9606.ENSP00000357769
LCE2C,9606.ENSP00000357772
LCE2D,9606.ENSP00000357773
LCE3A,9606.ENSP00000335006
LCE3B,9606.ENSP00000335358
LCE3C,9606.ENSP00000334644
LCE3D,9606.ENSP00000357776
LCE3E,9606.ENSP00000357778
LCE4A,9606.ENSP00000357766
LCE5A,9606.ENSP00000333952
LCE6A,9606.ENSP00000411070
LCK,9606.ENSP00000477713
LCLAT1,9606.ENSP00000310551
LCMT1,9606.ENSP00000382021
LCMT2,9606.ENSP00000307214
LCN1,9606.ENSP00000263598
LCN10,9606.ENSP00000418491
LCN12,9606.ENSP00000360696
LCN15,9606.ENSP00000313833
LCN2,9606.ENSP00000362108
LCN6,9606.ENSP00000339621
LCN8,9606.ENSP00000482512
LCN9,9606.ENSP00000277526
LCNL1,9606.ENSP00000386162
LCOR,9606.ENSP00000490116
LCORL,9606.ENSP00000371661
LCP1,9606.ENSP00000381581
LCP2,9606.ENSP00000046794
LCT,9606.ENSP00000264162
LCTL,9606.ENSP00000343490
LDAH,9606.ENSP00000237822
LDB1,9606.ENSP00000501277
LDB2,9606.ENSP00000306772
LDB3,9606.ENSP00000401437
LDHA,9606.ENSP00000445175
LDHAL6A,9606.ENSP00000280706
